cell_type	target	perb_score
456_Vip-MTG	CR1	1.67644584216852e-11
456_PAX6-MTG	CR1	2.08799025506213e-11
123_Lamp5_Lhx6-MTG	ADAM17	8.8061584483578e-10
123_Sncg-MTG	ADAM17	3.55638542026051e-10
123_L5-IT-MTG	ADAM17	6.53021320456778e-10
123_VLMC-MTG	ADAM17	7.22828694006596e-10
123_L5-ET-MTG	ADAM17	2.54992318735428e-10
123_Chandelier-MTG	ADAM17	1.0313833345555e-09
123_Lamp5-MTG	ADAM17	1.12845035810493e-09
456_Astro	ADAM17	1.00670295467762e-10
123_L4-IT-MTG	ADAM17	1.03453293317702e-09
123_Astro	ADAM17	4.22996673675877e-10
456_Chandelier-MTG	ADAM17	5.76636170926239e-11
123_L6-CT-MTG	ADAM17	3.58961805234415e-10
123_Sst-MTG	ADAM17	3.44139877574972e-09
123_Oligo-MTG	ADAM17	6.39664369276329e-11
123_microglia	ADAM17	8.75100886560331e-10
123_Vip-MTG	ADAM17	6.31294527866498e-10
456_L4-IT-MTG	ADAM17	1.54257500539832e-10
123_L6-IT-MTG	ADAM17	1.32292807254424e-09
123_L56-NP-MTG	ADAM17	5.29112330540236e-10
123_OPC-MTG	ADAM17	4.71831787003704e-10
123_PAX6-MTG	ADAM17	3.16546386474956e-10
123_L6b-MTG	ADAM17	1.99716174259752e-10
123_L6-IT-Car3	ADAM17	1.72447452954941e-09
123_Pvalb	ADAM17	5.78294704396024e-10
456_L5-IT-MTG	ADAM17	3.10634331317046e-10
456_L6-CT-MTG	ADAM17	1.36987725198824e-10
456_L6-IT-MTG	ADAM17	1.93044441523593e-10
456_L6-IT-Car3	ADAM17	2.24180397961023e-10
456_L56-NP-MTG	ADAM17	2.97987858724534e-10
456_OPC-MTG	ADAM17	2.36029639154818e-10
456_Sst-MTG	ADAM17	1.84529516248645e-10
456_L5-ET-MTG	ADAM17	2.08611620820358e-10
456_Lamp5-MTG	ADAM17	2.13876949829683e-10
456_VLMC-MTG	ADAM17	5.37660651607947e-10
456_Pvalb	ADAM17	2.77866176585559e-10
456_L6b-MTG	ADAM17	8.24539890117291e-11
456_Oligo-MTG	ADAM17	8.73988140437993e-10
456_microglia	ADAM17	1.0442081458408e-09
456_Lamp5_Lhx6-MTG	ADAM17	3.17035511113205e-11
456_Sncg-MTG	ADAM17	3.04076337976542e-10
456_Vip-MTG	ADAM17	2.67661470781076e-10
456_PAX6-MTG	ADAM17	5.79283274141209e-11
123_Lamp5_Lhx6-MTG	PRKD3	2.71329715501972e-10
123_Sncg-MTG	PRKD3	5.36868157135387e-11
123_L5-IT-MTG	PRKD3	6.6366013808923e-10
123_VLMC-MTG	PRKD3	6.64088532239189e-10
123_L5-ET-MTG	PRKD3	7.98673450998974e-10
123_Chandelier-MTG	PRKD3	6.59875465832184e-11
123_Lamp5-MTG	PRKD3	1.01034463413108e-10
456_Astro	PRKD3	1.92826608454869e-10
123_L4-IT-MTG	PRKD3	3.89225566319208e-10
123_Astro	PRKD3	5.70434158986788e-10
456_Chandelier-MTG	PRKD3	9.27456663953226e-11
123_L6-CT-MTG	PRKD3	6.93662764890371e-10
123_Sst-MTG	PRKD3	4.44296094568507e-10
123_Oligo-MTG	PRKD3	2.86942729669421e-10
123_microglia	PRKD3	8.72054320430072e-10
123_Vip-MTG	PRKD3	2.11269392586257e-10
456_L4-IT-MTG	PRKD3	1.72715112507899e-10
123_L6-IT-MTG	PRKD3	3.14407433461974e-10
123_L56-NP-MTG	PRKD3	7.08174145451772e-11
123_OPC-MTG	PRKD3	2.65815070755434e-10
123_PAX6-MTG	PRKD3	3.69467761780646e-10
123_L6b-MTG	PRKD3	1.25575772544969e-10
123_L6-IT-Car3	PRKD3	1.19806095684136e-09
123_Pvalb	PRKD3	7.14855313397622e-10
456_L5-IT-MTG	PRKD3	5.82260635408439e-12
456_L6-CT-MTG	PRKD3	2.63824084510357e-10
456_L6-IT-MTG	PRKD3	4.03928340005656e-10
456_L6-IT-Car3	PRKD3	3.31393474377469e-10
456_L56-NP-MTG	PRKD3	1.02927880992495e-10
456_OPC-MTG	PRKD3	1.48322550711883e-11
456_Sst-MTG	PRKD3	1.38900503552077e-11
456_L5-ET-MTG	PRKD3	2.24447014657007e-10
456_Lamp5-MTG	PRKD3	8.32609868953423e-11
456_VLMC-MTG	PRKD3	3.31196802305102e-12
456_Pvalb	PRKD3	4.63487957936319e-11
456_L6b-MTG	PRKD3	4.34866060492698e-10
456_Oligo-MTG	PRKD3	5.88299408024287e-10
456_microglia	PRKD3	1.2151428750172e-09
456_Lamp5_Lhx6-MTG	PRKD3	1.49373972455171e-10
456_Sncg-MTG	PRKD3	6.37310247949747e-11
456_Vip-MTG	PRKD3	1.40913038369321e-10
456_PAX6-MTG	PRKD3	2.7172878538547e-12
123_Lamp5_Lhx6-MTG	NCK2	1.63802939805287e-10
123_Sncg-MTG	NCK2	9.66685682502469e-11
123_L5-IT-MTG	NCK2	2.09955536877875e-09
123_VLMC-MTG	NCK2	1.13488130882989e-11
123_L5-ET-MTG	NCK2	3.32115976997104e-10
123_Chandelier-MTG	NCK2	2.84624564689964e-10
123_Lamp5-MTG	NCK2	8.87771496945567e-11
456_Astro	NCK2	1.2055219556356e-10
123_L4-IT-MTG	NCK2	1.8932448078023e-09
123_Astro	NCK2	8.99448152252717e-10
456_Chandelier-MTG	NCK2	1.16179805087541e-09
123_L6-CT-MTG	NCK2	6.80724295968721e-10
123_Sst-MTG	NCK2	4.19743583001805e-10
123_Oligo-MTG	NCK2	1.341026538321e-10
123_microglia	NCK2	1.55546292113694e-09
123_Vip-MTG	NCK2	1.11487290950135e-09
456_L4-IT-MTG	NCK2	6.72443789608039e-10
123_L6-IT-MTG	NCK2	7.21526883487239e-10
123_L56-NP-MTG	NCK2	7.89227240457118e-10
123_OPC-MTG	NCK2	4.80543485445281e-10
123_PAX6-MTG	NCK2	3.0287094709758e-10
123_L6b-MTG	NCK2	1.25339165248532e-10
123_L6-IT-Car3	NCK2	1.67750608389281e-10
123_Pvalb	NCK2	8.14114659655449e-10
456_L5-IT-MTG	NCK2	7.15645719298578e-10
456_L6-CT-MTG	NCK2	1.7105773936049e-10
456_L6-IT-MTG	NCK2	3.28360664639071e-10
456_L6-IT-Car3	NCK2	1.17688697339479e-10
456_L56-NP-MTG	NCK2	6.72378461650562e-10
456_OPC-MTG	NCK2	2.78538427447137e-11
456_Sst-MTG	NCK2	2.55079532728031e-10
456_L5-ET-MTG	NCK2	3.73006116270068e-10
456_Lamp5-MTG	NCK2	1.59549754445887e-10
456_VLMC-MTG	NCK2	5.63080717619363e-10
456_Pvalb	NCK2	2.26742697067939e-10
456_L6b-MTG	NCK2	7.10754501650265e-10
456_Oligo-MTG	NCK2	1.06408087053945e-10
456_microglia	NCK2	3.00223176248586e-09
456_Lamp5_Lhx6-MTG	NCK2	4.41179881443129e-10
456_Sncg-MTG	NCK2	1.11678918657773e-10
456_Vip-MTG	NCK2	4.50419157843352e-10
456_PAX6-MTG	NCK2	2.59064496802098e-10
123_Lamp5_Lhx6-MTG	BIN1	2.20529690501355e-10
123_Sncg-MTG	BIN1	1.90649929037931e-09
123_L5-IT-MTG	BIN1	1.63853094357333e-10
123_VLMC-MTG	BIN1	1.54541464454205e-09
123_L5-ET-MTG	BIN1	4.12931405722371e-10
123_Chandelier-MTG	BIN1	4.09223407249332e-10
123_Lamp5-MTG	BIN1	1.7642565742219e-10
456_Astro	BIN1	5.63989515809217e-11
123_L4-IT-MTG	BIN1	1.12227275482312e-10
123_Astro	BIN1	2.43948953082119e-10
456_Chandelier-MTG	BIN1	1.40211124846284e-10
123_L6-CT-MTG	BIN1	4.90544288279391e-10
123_Sst-MTG	BIN1	5.40070434711736e-11
123_Oligo-MTG	BIN1	4.33562419586683e-09
123_microglia	BIN1	1.30027036262252e-09
123_Vip-MTG	BIN1	4.69852048111739e-10
456_L4-IT-MTG	BIN1	1.50315754661891e-10
123_L6-IT-MTG	BIN1	4.74250297656537e-11
123_L56-NP-MTG	BIN1	3.1835876725644e-10
123_OPC-MTG	BIN1	3.58553158945887e-09
123_PAX6-MTG	BIN1	2.96507001001038e-10
123_L6b-MTG	BIN1	4.27377090378204e-10
123_L6-IT-Car3	BIN1	3.72780447899139e-10
123_Pvalb	BIN1	1.03560704843256e-10
456_L5-IT-MTG	BIN1	1.67422326677053e-10
456_L6-CT-MTG	BIN1	2.10893335497828e-10
456_L6-IT-MTG	BIN1	6.79276579556805e-11
456_L6-IT-Car3	BIN1	9.6832728791789e-11
456_L56-NP-MTG	BIN1	2.3413335859103e-11
456_OPC-MTG	BIN1	2.378766377015e-09
456_Sst-MTG	BIN1	1.03175552237545e-10
456_L5-ET-MTG	BIN1	1.58416641551388e-10
456_Lamp5-MTG	BIN1	2.51042618966849e-10
456_VLMC-MTG	BIN1	6.5036128622643e-10
456_Pvalb	BIN1	2.11229926433115e-10
456_L6b-MTG	BIN1	5.29201168526739e-13
456_Oligo-MTG	BIN1	2.26521461719688e-09
456_microglia	BIN1	1.72593432174568e-09
456_Lamp5_Lhx6-MTG	BIN1	1.8082390289863e-10
456_Sncg-MTG	BIN1	6.81454882727623e-11
456_Vip-MTG	BIN1	2.64554150180897e-10
456_PAX6-MTG	BIN1	1.96251012440443e-10
123_Lamp5_Lhx6-MTG	MME	1.73865213423894e-10
123_Sncg-MTG	MME	1.91429004720718e-11
123_L5-IT-MTG	MME	1.07148737086635e-11
123_VLMC-MTG	MME	2.79715755706988e-17
123_L5-ET-MTG	MME	5.097039411367e-12
123_Chandelier-MTG	MME	4.69677521851985e-10
123_Lamp5-MTG	MME	1.69640460365877e-10
456_Astro	MME	2.86962011126107e-11
123_L4-IT-MTG	MME	5.23438102874265e-09
123_Astro	MME	2.90271790237694e-11
456_Chandelier-MTG	MME	3.76985190546615e-10
123_L6-CT-MTG	MME	4.15934329736919e-10
123_Sst-MTG	MME	3.65243104767003e-10
123_Oligo-MTG	MME	3.92523114670944e-17
123_microglia	MME	2.1032890435221e-10
123_Vip-MTG	MME	2.76379007761196e-10
456_L4-IT-MTG	MME	3.73243493851612e-10
123_L6-IT-MTG	MME	8.22156880764931e-12
123_L56-NP-MTG	MME	4.01828202132391e-17
123_OPC-MTG	MME	1.16135181198971e-11
123_PAX6-MTG	MME	7.75791922889773e-17
123_L6b-MTG	MME	1.25606877284329e-10
123_L6-IT-Car3	MME	3.5762240613455e-17
123_Pvalb	MME	8.69743297320389e-11
456_L5-IT-MTG	MME	5.22701109432089e-12
456_L6-CT-MTG	MME	1.48567557569216e-10
456_L6-IT-MTG	MME	1.70371281810252e-11
456_L6-IT-Car3	MME	1.51693214023431e-11
456_L56-NP-MTG	MME	8.40113264747056e-12
456_OPC-MTG	MME	6.05320563535174e-12
456_Sst-MTG	MME	9.99580995833619e-11
456_L5-ET-MTG	MME	5.17961303444909e-12
456_Lamp5-MTG	MME	1.58180281360837e-11
456_VLMC-MTG	MME	9.72486445925762e-12
456_Pvalb	MME	1.04136024846005e-10
456_L6b-MTG	MME	5.56646221061003e-12
456_Oligo-MTG	MME	2.12178989850097e-11
456_microglia	MME	6.94879174071304e-11
456_Lamp5_Lhx6-MTG	MME	2.17569942094389e-12
456_Sncg-MTG	MME	3.56612552055945e-12
456_Vip-MTG	MME	1.29862829729053e-10
456_PAX6-MTG	MME	9.16988183367063e-12
123_Lamp5_Lhx6-MTG	TNIP1	6.57123888877771e-11
123_Sncg-MTG	TNIP1	3.05011755875832e-10
123_L5-IT-MTG	TNIP1	1.89550977504024e-10
123_VLMC-MTG	TNIP1	2.99513134747358e-10
123_L5-ET-MTG	TNIP1	1.37235778455198e-10
123_Chandelier-MTG	TNIP1	2.69329893976075e-10
123_Lamp5-MTG	TNIP1	7.17538864662123e-11
456_Astro	TNIP1	4.73461889268794e-11
123_L4-IT-MTG	TNIP1	1.44774050354295e-10
123_Astro	TNIP1	1.93124041787807e-10
456_Chandelier-MTG	TNIP1	6.06021094388738e-11
123_L6-CT-MTG	TNIP1	1.32308713747384e-10
123_Sst-MTG	TNIP1	1.05241860128007e-09
123_Oligo-MTG	TNIP1	9.53719574030288e-11
123_microglia	TNIP1	6.21690186667228e-10
123_Vip-MTG	TNIP1	1.41022657070309e-10
456_L4-IT-MTG	TNIP1	7.81053569971889e-11
123_L6-IT-MTG	TNIP1	3.58714812719864e-11
123_L56-NP-MTG	TNIP1	2.183255591386e-10
123_OPC-MTG	TNIP1	1.6389114360159e-10
123_PAX6-MTG	TNIP1	2.17950834764147e-10
123_L6b-MTG	TNIP1	1.05578443494633e-10
123_L6-IT-Car3	TNIP1	1.26881298714931e-10
123_Pvalb	TNIP1	1.19199414693087e-10
456_L5-IT-MTG	TNIP1	1.18777114942179e-11
456_L6-CT-MTG	TNIP1	2.01126673902065e-11
456_L6-IT-MTG	TNIP1	4.65754029374278e-11
456_L6-IT-Car3	TNIP1	3.60687310568842e-11
456_L56-NP-MTG	TNIP1	7.78603094975656e-11
456_OPC-MTG	TNIP1	1.68422885248157e-11
456_Sst-MTG	TNIP1	7.03223123699915e-11
456_L5-ET-MTG	TNIP1	2.17433604138052e-11
456_Lamp5-MTG	TNIP1	6.88238169376118e-11
456_VLMC-MTG	TNIP1	3.00065605676412e-11
456_Pvalb	TNIP1	7.75133629020252e-12
456_L6b-MTG	TNIP1	3.31679444671571e-11
456_Oligo-MTG	TNIP1	1.33790166905487e-10
456_microglia	TNIP1	1.26254051394992e-10
456_Lamp5_Lhx6-MTG	TNIP1	6.45807762516216e-11
456_Sncg-MTG	TNIP1	7.31798395751574e-11
456_Vip-MTG	TNIP1	5.94273588689647e-11
456_PAX6-MTG	TNIP1	5.56887709574258e-13
123_Lamp5_Lhx6-MTG	RASGEF1C	2.08939876055989e-10
123_Sncg-MTG	RASGEF1C	1.08513291708677e-10
123_L5-IT-MTG	RASGEF1C	1.90367122661117e-10
123_VLMC-MTG	RASGEF1C	3.87408016010931e-10
123_L5-ET-MTG	RASGEF1C	3.51488507727383e-11
123_Chandelier-MTG	RASGEF1C	5.51805624397928e-10
123_Lamp5-MTG	RASGEF1C	2.78283265464113e-11
456_Astro	RASGEF1C	6.49784780432639e-11
123_L4-IT-MTG	RASGEF1C	6.02995300786687e-11
123_Astro	RASGEF1C	8.51104031509376e-11
456_Chandelier-MTG	RASGEF1C	3.51044771907034e-10
123_L6-CT-MTG	RASGEF1C	6.28447851429722e-10
123_Sst-MTG	RASGEF1C	1.0862553594942e-10
123_Oligo-MTG	RASGEF1C	9.55741774292593e-10
123_microglia	RASGEF1C	3.23369947888252e-09
123_Vip-MTG	RASGEF1C	1.61928890114837e-10
456_L4-IT-MTG	RASGEF1C	1.49948433576324e-09
123_L6-IT-MTG	RASGEF1C	4.53240205650127e-10
123_L56-NP-MTG	RASGEF1C	4.27182916470645e-10
123_OPC-MTG	RASGEF1C	5.8342467746782e-10
123_PAX6-MTG	RASGEF1C	2.90486416500925e-10
123_L6b-MTG	RASGEF1C	4.12694020263405e-10
123_L6-IT-Car3	RASGEF1C	3.49057878548482e-10
123_Pvalb	RASGEF1C	1.29514763411208e-10
456_L5-IT-MTG	RASGEF1C	5.32165075895698e-11
456_L6-CT-MTG	RASGEF1C	2.20788687008074e-10
456_L6-IT-MTG	RASGEF1C	1.86001011811978e-10
456_L6-IT-Car3	RASGEF1C	4.70651866180654e-10
456_L56-NP-MTG	RASGEF1C	2.11834413207347e-10
456_OPC-MTG	RASGEF1C	1.19210345493352e-10
456_Sst-MTG	RASGEF1C	1.27646274617302e-10
456_L5-ET-MTG	RASGEF1C	7.91110510789679e-11
456_Lamp5-MTG	RASGEF1C	3.86547060565373e-11
456_VLMC-MTG	RASGEF1C	3.85072220798921e-11
456_Pvalb	RASGEF1C	2.51985369241027e-10
456_L6b-MTG	RASGEF1C	1.27530084649819e-10
456_Oligo-MTG	RASGEF1C	9.40976294854432e-10
456_microglia	RASGEF1C	2.3240992122018e-09
456_Lamp5_Lhx6-MTG	RASGEF1C	1.0569878182784e-10
456_Sncg-MTG	RASGEF1C	1.02650267413059e-10
456_Vip-MTG	RASGEF1C	7.01871898222356e-11
456_PAX6-MTG	RASGEF1C	2.24314367097783e-11
123_Lamp5_Lhx6-MTG	HLA-DQA1	1.76907777093865e-17
123_Sncg-MTG	HLA-DQA1	6.07153216591882e-18
123_L5-IT-MTG	HLA-DQA1	2.30878995753515e-11
123_VLMC-MTG	HLA-DQA1	1.70440366291632e-10
123_L5-ET-MTG	HLA-DQA1	3.91933150658811e-14
123_Chandelier-MTG	HLA-DQA1	2.82392522492689e-17
123_Lamp5-MTG	HLA-DQA1	2.77555756156289e-17
456_Astro	HLA-DQA1	7.0525247424672e-11
123_L4-IT-MTG	HLA-DQA1	2.69301502907674e-17
123_Astro	HLA-DQA1	2.25514051876985e-17
456_Chandelier-MTG	HLA-DQA1	1.17756934401283e-16
123_L6-CT-MTG	HLA-DQA1	2.18094482763029e-17
123_Sst-MTG	HLA-DQA1	4.34720457067525e-17
123_Oligo-MTG	HLA-DQA1	1.0444418402013e-17
123_microglia	HLA-DQA1	2.38270453781658e-10
123_Vip-MTG	HLA-DQA1	6.97350206824216e-17
456_L4-IT-MTG	HLA-DQA1	2.51528565948822e-12
123_L6-IT-MTG	HLA-DQA1	6.4170675587943e-11
123_L56-NP-MTG	HLA-DQA1	2.22152998685417e-17
123_OPC-MTG	HLA-DQA1	3.47378105352097e-17
123_PAX6-MTG	HLA-DQA1	6.19475788116821e-11
123_L6b-MTG	HLA-DQA1	3.10316769155909e-17
123_L6-IT-Car3	HLA-DQA1	2.85913771967311e-11
123_Pvalb	HLA-DQA1	1.73472347597681e-17
456_L5-IT-MTG	HLA-DQA1	7.2669540344442e-12
456_L6-CT-MTG	HLA-DQA1	4.43786224637897e-12
456_L6-IT-MTG	HLA-DQA1	3.01435658679108e-12
456_L6-IT-Car3	HLA-DQA1	7.67564368241974e-12
456_L56-NP-MTG	HLA-DQA1	1.03968685609158e-12
456_OPC-MTG	HLA-DQA1	9.52150021915316e-12
456_Sst-MTG	HLA-DQA1	1.81360277323258e-11
456_L5-ET-MTG	HLA-DQA1	5.6105409199503e-12
456_Lamp5-MTG	HLA-DQA1	3.00419946680369e-12
456_VLMC-MTG	HLA-DQA1	2.29689632569442e-11
456_Pvalb	HLA-DQA1	2.7880143688483e-12
456_L6b-MTG	HLA-DQA1	5.90000198094627e-14
456_Oligo-MTG	HLA-DQA1	1.18113468629625e-11
456_microglia	HLA-DQA1	3.55085130938414e-10
456_Lamp5_Lhx6-MTG	HLA-DQA1	6.14262332543414e-12
456_Sncg-MTG	HLA-DQA1	3.30951105674224e-11
456_Vip-MTG	HLA-DQA1	4.16799818155533e-12
456_PAX6-MTG	HLA-DQA1	2.10487907627962e-11
123_Lamp5_Lhx6-MTG	TREML2	4.51215715110212e-17
123_Sncg-MTG	TREML2	9.22018174720368e-18
123_L5-IT-MTG	TREML2	2.33854371234569e-11
123_VLMC-MTG	TREML2	5.8184394216733e-18
123_L5-ET-MTG	TREML2	1.27916009353812e-13
123_Chandelier-MTG	TREML2	1.2509268882771e-17
123_Lamp5-MTG	TREML2	4.62881957212722e-17
456_Astro	TREML2	1.16368788433466e-17
123_L4-IT-MTG	TREML2	3.78695538395053e-18
123_Astro	TREML2	4.68696473511023e-17
456_Chandelier-MTG	TREML2	7.42494071747947e-17
123_L6-CT-MTG	TREML2	2.2816724964205e-17
123_Sst-MTG	TREML2	2.60208521396521e-17
123_Oligo-MTG	TREML2	3.66351973421762e-10
123_microglia	TREML2	4.42711967892229e-11
123_Vip-MTG	TREML2	1.32615610397383e-16
456_L4-IT-MTG	TREML2	6.96530698698804e-12
123_L6-IT-MTG	TREML2	3.0876615992156e-16
123_L56-NP-MTG	TREML2	4.19399895898466e-17
123_OPC-MTG	TREML2	5.20417042793042e-18
123_PAX6-MTG	TREML2	1.73472347597681e-18
123_L6b-MTG	TREML2	6.2546344413855e-18
123_L6-IT-Car3	TREML2	1.76960926494822e-17
123_Pvalb	TREML2	1.05519109601004e-17
456_L5-IT-MTG	TREML2	6.16757628186383e-18
456_L6-CT-MTG	TREML2	9.8667903508223e-12
456_L6-IT-MTG	TREML2	2.47098317728651e-12
456_L6-IT-Car3	TREML2	3.95502859509673e-12
456_L56-NP-MTG	TREML2	2.11588953320594e-12
456_OPC-MTG	TREML2	1.63987182482976e-15
456_Sst-MTG	TREML2	1.25465798691727e-14
456_L5-ET-MTG	TREML2	7.75220306589929e-13
456_Lamp5-MTG	TREML2	1.22171763065336e-14
456_VLMC-MTG	TREML2	0
456_Pvalb	TREML2	1.1472225113078e-11
456_L6b-MTG	TREML2	4.6737641440507e-12
456_Oligo-MTG	TREML2	2.57885184514585e-17
456_microglia	TREML2	7.73382772666388e-18
456_Lamp5_Lhx6-MTG	TREML2	2.1457344368073e-17
456_Sncg-MTG	TREML2	2.4532694666934e-17
456_Vip-MTG	TREML2	4.16333634234434e-17
456_PAX6-MTG	TREML2	6.93889390390723e-18
123_Lamp5_Lhx6-MTG	TMEM106B	3.82052984898784e-10
123_Sncg-MTG	TMEM106B	2.11331116038636e-10
123_L5-IT-MTG	TMEM106B	1.18248296415409e-09
123_VLMC-MTG	TMEM106B	4.85254870559472e-10
123_L5-ET-MTG	TMEM106B	4.9668477479491e-10
123_Chandelier-MTG	TMEM106B	1.17292384903001e-09
123_Lamp5-MTG	TMEM106B	3.33381408076048e-10
456_Astro	TMEM106B	8.77962731078438e-11
123_L4-IT-MTG	TMEM106B	2.71458666703168e-09
123_Astro	TMEM106B	2.63212849563507e-10
456_Chandelier-MTG	TMEM106B	5.96746255522995e-10
123_L6-CT-MTG	TMEM106B	7.76182061294256e-10
123_Sst-MTG	TMEM106B	1.78087475907566e-09
123_Oligo-MTG	TMEM106B	1.49812277865514e-10
123_microglia	TMEM106B	1.58947063962159e-10
123_Vip-MTG	TMEM106B	6.87991731021269e-10
456_L4-IT-MTG	TMEM106B	2.04007127645611e-10
123_L6-IT-MTG	TMEM106B	1.44473778832144e-09
123_L56-NP-MTG	TMEM106B	9.23933455155757e-10
123_OPC-MTG	TMEM106B	2.01553385505356e-10
123_PAX6-MTG	TMEM106B	1.86210080583072e-11
123_L6b-MTG	TMEM106B	5.92078080634391e-11
123_L6-IT-Car3	TMEM106B	1.42001643424445e-09
123_Pvalb	TMEM106B	5.65662739086614e-10
456_L5-IT-MTG	TMEM106B	9.83392537499982e-11
456_L6-CT-MTG	TMEM106B	1.98483149724759e-10
456_L6-IT-MTG	TMEM106B	1.50566040752745e-10
456_L6-IT-Car3	TMEM106B	3.65289208640159e-10
456_L56-NP-MTG	TMEM106B	3.26064365239435e-10
456_OPC-MTG	TMEM106B	3.6989889143534e-10
456_Sst-MTG	TMEM106B	1.78481410912156e-11
456_L5-ET-MTG	TMEM106B	3.601329488746e-11
456_Lamp5-MTG	TMEM106B	4.71817129371587e-12
456_VLMC-MTG	TMEM106B	2.36404434449836e-11
456_Pvalb	TMEM106B	9.00207065341468e-11
456_L6b-MTG	TMEM106B	3.46118950398839e-11
456_Oligo-MTG	TMEM106B	5.45061683173411e-10
456_microglia	TMEM106B	5.80069389861202e-11
456_Lamp5_Lhx6-MTG	TMEM106B	1.17675392710115e-10
456_Sncg-MTG	TMEM106B	4.21023678878004e-10
456_Vip-MTG	TMEM106B	9.16690825415385e-10
456_PAX6-MTG	TMEM106B	5.95377277426967e-10
